"","OBJECTID","HUC12","HUC_STATE_NAME","HUC_STATE_ABBR","HUC_Region","HUC_RESERVE","Core_Edge_ratio","Perc_IC","Perc_Natural","Perc_Ag","Erodibility_Factor","MEAN_Marsh_Tidal_Range","Perc_Hardened_Shoreline","Shoreline_Sinuosity","Wetland_Connectedness","Pct_MUC_below_MHHW","Pct_MUC_below_MTL","UnvegVegEdge_ratio","AVG_migration_ratio","Acres","Shape_Length","Shape_Area","Core_Edge_ratio_Quantile","Perc_IC_Quantile","Perc_Natural_Quantile","Perc_Ag_Quantile","Erodibility_Factor_Quantile","MEAN_Marsh_Tidal_Range_Quantile","Perc_Hardened_Shoreline_Quantile","Shoreline_Sinuosity_Quantile","Wetland_Connectedness_Quantile","Pct_MUC_below_MHHW_Quantile","Pct_MUC_below_MTL_Quantile","UnvegVegEdge_ratio_Quantile","AVG_migration_ratio_Quantile","QuantileScoreSum","CurrentConditionSum","VulnerabilitySum","AdaptiveCapacitySum","CurrentConditionSum_Quantile","VulnerabilitySum_Quantile","AdaptiveCapacitySum_Quantile","QuantileScoreSum_Quantile","ConditionCategory","VulnerabilityCategory","AdaptiveCapacityCategory","ManagementCategory"
"1406",1406,80801030204,"Louisiana","LA","Gulf of Mexico","",2.2315788,1.6047022,80.2647858,14.2565432,0.422831858,0.527999997,0,0,47.22222222,0.578708947,0.176481691,2.229725993,2.180737746,26598.99394,68080.52768,107642309.5,9,-4,6,-8,-10,4,-1,10,6,-7,-6,-6,9,10,-3,-19,32,7,-10,10,8,"High","High","High","High-High-High"
"1407",1407,80801030205,"Louisiana","LA","Gulf of Mexico","",4.098464,1.0492002,91.1804352,6.0157232,0.337840376,0.506596574,0,-0.457804701,73.84615385,0.117440031,0.042056626,1.449717211,0.20174607,40297.33967,82369.31207,163077547.8,10,-4,8,-7,-10,4,-1,7,9,-2,-2,-4,5,18,3,-10,24,9,-5,9,9,"High","Low","High","High-Low-High"
"1408",1408,80801030304,"Louisiana","LA","Gulf of Mexico","",1.7778158,0.1993548,65.7843552,33.6526833,0.237232143,0.528034391,0.390474985,-0.231980901,31.2267658,0.370099697,0.204541984,7.318506527,0.181027845,30523.4531,61735.09893,123524032.2,9,-2,4,-10,-7,4,-3,9,5,-5,-7,-9,4,-6,-8,-15,18,5,-8,8,5,"Low","High","High","Low-High-High"
"1409",1409,80801030305,"Louisiana","LA","Gulf of Mexico","",5.6383967,2.3824384,55.4038734,39.1782379,0.257888199,0.551324796,10.13443645,-0.350227569,38.73239437,0.262343434,0.066,3.206054056,0.056979973,27276.42403,59817.11306,110383771.8,10,-5,3,-10,-8,4,-7,8,5,-4,-3,-7,2,-14,-9,-11,6,4,-5,3,3,"Low","Low","Low","Low-Low-Low"
"1410",1410,80801030306,"Louisiana","LA","Gulf of Mexico","",3.1883442,4.0942554,82.8865662,7.6482201,0.137676768,0.530595357,1.612629416,-0.23922127,24.79338843,0.272385653,0.139264614,16.15717702,0.000952088,75085.74631,94024.67872,303861234.7,10,-6,7,-8,-3,4,-4,8,4,-4,-5,-10,1,-7,-7,-8,8,5,-3,3,5,"Low","Low","Low","Low-Low-Low"
"1411",1411,80801030401,"Louisiana","LA","Gulf of Mexico","",5.0699415,0.0062351,93.6837921,6.2949224,0.387712418,0.491906801,0,-0.608832724,52.45901639,0.076347826,0.036543478,0.541541192,0.166835982,36981.59372,71800.96951,149659200.1,10,-1,8,-7,-10,3,-1,5,7,-2,-2,-2,4,16,8,-11,18,10,-5,8,9,"High","Low","High","High-Low-High"
"1412",1412,80801030402,"Louisiana","LA","Gulf of Mexico","",1.8367621,1.6907817,89.163063,5.767663,0.195106383,0.489840769,1.003077995,-0.623046744,64.77732794,0.16898866,0.07354779,0.957294242,0.21030657,19160.51674,47591.94172,77539860.23,9,-4,7,-7,-5,3,-4,5,9,-3,-3,-3,5,12,2,-8,18,9,-3,8,9,"High","Low","High","High-Low-High"
"1413",1413,80801030403,"Louisiana","LA","Gulf of Mexico","",1.5749487,0.2343484,73.4435272,25.7563744,0.34960199,0.489628957,0,-0.626195622,50,0.12900641,0.055288462,0.195048328,8.008873059,29401.10033,54568.96406,118982031.7,9,-2,5,-9,-10,3,-1,5,7,-2,-3,-1,10,20,2,-12,30,9,-6,10,10,"High","High","High","High-High-High"
"1414",1414,80801030404,"Louisiana","LA","Gulf of Mexico","",0.0173644,0.1065461,99.7913361,0,0.261470588,0.523993417,4.002900313,-0.805814417,63.88888889,0.401709402,0.277777778,0.242058807,25.67726317,35261.08724,65817.17283,142696557.3,2,-2,10,-1,-8,4,-5,2,8,-5,-8,-1,10,14,8,-17,22,10,-8,9,9,"High","High","High","High-High-High"
"1415",1415,80801030405,"Louisiana","LA","Gulf of Mexico","",1.6568589,0.5003908,85.0999298,13.1916695,0.270449438,0.490226399,5.051295329,-0.785397034,50,0.114546732,0.033731553,0.833181278,5.18055975,21025.85112,58793.08996,85088600.65,9,-3,7,-8,-8,3,-6,2,7,-2,-2,-2,10,14,3,-9,20,9,-4,8,9,"High","Low","High","High-Low-High"
"1416",1416,80801030406,"Louisiana","LA","Gulf of Mexico","",3.5293605,4.6590195,90.966507,0.8185403,0.141126761,0.515176302,4.700233396,-0.60338974,44.55445545,0.343691267,0.118427098,2.34950537,0.075989612,86471.32074,87715.81285,349937019.7,10,-6,8,-5,-3,4,-6,5,6,-5,-5,-6,2,-2,1,-9,6,8,-4,3,6,"High","Low","Low","High-Low-Low"
"1417",1417,80801030501,"Louisiana","LA","Gulf of Mexico","",7.3528299,0.5628952,98.0782013,0,0.157079208,0.545178842,0.454659742,-0.073481223,-1.041666667,0.319560284,0.075883263,89.05195291,8.39e-05,86931.49359,88942.32857,351799273.1,10,-3,9,-1,-3,4,-3,9,1,-4,-3,-10,1,6,5,-6,8,9,-2,3,8,"High","Low","Low","High-Low-Low"
"1418",1418,80801030502,"Louisiana","LA","Gulf of Mexico","",6.1195669,0,100,0,0.0875,0.508470852,0,-0.02325355,0,0.529656673,0.174502042,49.91240373,3.37e-05,42500.35084,73012.75054,171992817.7,10,-1,10,-1,-2,4,-1,10,1,-7,-6,-10,1,8,8,-11,12,10,-5,5,8,"High","Low","Low","High-Low-Low"
"1419",1419,80801030503,"Louisiana","LA","Gulf of Mexico","",11.7725925,2.3461781,94.5721741,0,0.201333333,0.64491864,0.019387053,-0.088300144,0,0.080561122,0.035671343,36.1299087,4.85e-05,31493.761,45882.97223,127450729,10,-5,9,-1,-5,5,-2,9,1,-2,-2,-10,1,8,3,-4,9,9,-2,4,8,"High","Low","Low","High-Low-Low"
"1420",1420,80801030504,"Louisiana","LA","Gulf of Mexico","",3.7334332,0,100,0,0.05015748,0.524097792,1.581043893,-0.036765558,9.154929577,0.48858178,0.217967693,69.32024567,0.000123493,91693.39731,88765.5831,371070013.8,10,-1,10,-1,-1,4,-4,9,3,-6,-7,-10,1,6,8,-10,8,10,-5,3,8,"High","Low","Low","High-Low-Low"
"1421",1421,80801030505,"Louisiana","LA","Gulf of Mexico","",6.0838122,0,100,0,0.076666667,0.573168356,0,-0.064422025,0,0.353749483,0.176668045,64.39523218,4.44e-05,112950.1164,97853.02191,457092903.8,10,-1,10,-1,-2,4,-1,9,1,-5,-6,-10,1,10,8,-9,10,10,-4,4,8,"High","Low","Low","High-Low-Low"
"1422",1422,80802020206,"Louisiana","LA","Gulf of Mexico","",0.2941177,0,30.4093571,69.5906448,0.299063444,0,0,0,0,0.454545455,0.454545455,1.124999986,745.9913926,43795.35936,81055.21576,177233531.3,5,-1,1,-10,-9,1,-1,10,1,-6,-9,-3,10,-2,-8,-23,30,5,-10,10,6,"Low","High","High","Low-High-High"
"1423",1423,80802020403,"Louisiana","LA","Gulf of Mexico","",0.1532268,0.844206,90.1621246,7.8286357,0.299659091,0,0,0,62.3655914,0.098532495,0.098532495,0.131508756,10.45102063,47662.35234,74280.45948,192882696.7,4,-3,8,-8,-9,1,-1,10,8,-2,-4,-1,10,22,0,-14,36,8,-7,10,10,"High","High","High","High-High-High"
"1424",1424,80802020503,"Louisiana","LA","Gulf of Mexico","",0,0,94.5871887,5.4128084,0.363203593,0.554956057,0,-0.646043443,70.58823529,0.532467532,0.38961039,1.38845731,136.5452448,42491.37798,81303.89947,171956505.9,1,-1,9,-7,-10,4,-1,4,9,-7,-9,-4,10,8,-2,-22,32,7,-10,10,8,"High","High","High","High-High-High"
"1425",1425,80802020703,"Louisiana","LA","Gulf of Mexico","",0,2.8716223,81.556488,9.3269377,0.166744186,0.670968175,0,0,75,0.155172414,0,0.000719686,27.30273662,43473.02966,58696.37101,175929109.3,1,-5,6,-8,-4,5,-1,10,10,-3,-1,-1,10,28,-7,-3,38,5,-1,10,10,"Low","Low","High","Low-Low-High"
"1426",1426,80802020704,"Louisiana","LA","Gulf of Mexico","",0.0806036,2.802094,79.869339,10.6281347,0.114018127,0.659748107,0,-0.854195799,57.8125,0.602941176,0.245098039,1.252530425,4.057958295,47633.29351,64824.89554,192765099.7,3,-5,6,-8,-2,5,-1,1,8,-7,-7,-4,10,8,-8,-11,28,5,-5,10,8,"Low","Low","High","Low-Low-High"
"1427",1427,80802020801,"Louisiana","LA","Gulf of Mexico","",0,0,100,0,0.115263158,0,0,0,-100,0,0,1.666666667,166.4277037,37548.92753,57829.7658,151955118.5,1,-1,10,-1,-2,1,-1,10,1,-1,-1,-5,10,30,4,-3,30,9,-1,10,10,"High","Low","High","High-Low-High"
"1428",1428,80802020901,"Louisiana","LA","Gulf of Mexico","",0.8152189,0.0202221,99.9309616,0,0.224174312,0.623232721,0,-0.401840553,30,0.258110014,0.177715092,4.64697187,8.304183854,23291.39428,54271.50572,94256928.54,7,-2,10,-1,-6,4,-1,7,5,-4,-6,-8,10,24,6,-12,30,9,-6,10,10,"High","High","High","High-High-High"
"1429",1429,80802020902,"Louisiana","LA","Gulf of Mexico","",5.5713234,0.049983,99.7883911,0.0661273,0.138738739,0.64449791,0.27144563,-0.096812765,28.28282828,0.297576795,0.084740412,11.58611613,0.036516195,44015.62695,67638.18302,178124922.6,10,-2,10,-3,-3,5,-3,9,4,-4,-4,-9,2,12,6,-6,12,9,-2,5,9,"High","Low","Low","High-Low-Low"
"1430",1430,80802020903,"Louisiana","LA","Gulf of Mexico","",3.4047949,2.0854044,68.6652679,24.8573971,0.153550562,0.662725999,0.091885757,-0.050359392,5.660377358,0.444215959,0.142171687,42.15691647,0.001175887,59598.50277,69313.38021,241186583.7,10,-5,5,-9,-3,5,-3,9,2,-6,-5,-10,1,-10,-9,-9,8,4,-4,3,4,"Low","Low","Low","Low-Low-Low"
"1431",1431,80802020904,"Louisiana","LA","Gulf of Mexico","",3.7834334,2.617101,85.9488449,7.2430267,0.153508772,0.670978544,0.515573768,-0.211798321,41.9047619,0.35566707,0.07738363,3.941261022,0.065016044,26358.46777,74841.81206,106668934.6,10,-5,7,-7,-3,5,-3,9,6,-5,-3,-8,2,6,-3,-6,14,7,-2,6,8,"High","Low","High","High-Low-High"
"1432",1432,80802020905,"Louisiana","LA","Gulf of Mexico","",5.6337614,0.1653697,52.0974426,47.4093208,0.166176471,0.656747906,3.439759441,-0.102428599,0,0.340703802,0.06834435,15.29168897,0.002286323,45453.92531,57325.41643,183945509.5,10,-2,3,-10,-4,5,-5,9,1,-5,-3,-10,1,-12,-9,-7,4,4,-3,2,4,"Low","Low","Low","Low-Low-Low"
"1433",1433,80802021001,"Louisiana","LA","Gulf of Mexico","",0.2423787,1.4336455,92.3696442,2.8309364,0.179679144,0.570288391,0,-0.707057874,54.63917526,0.513705584,0.254822335,0.90456005,5.3589866,28417.06422,52711.65568,114999778.9,4,-4,8,-6,-4,4,-1,3,7,-7,-8,-3,10,12,-1,-15,28,8,-8,10,9,"High","High","High","High-High-High"
"1434",1434,80802021002,"Louisiana","LA","Gulf of Mexico","",4.1575527,1.1053592,95.3907013,1.7857163,0.164343434,0.67596189,1.357157778,-0.257110788,30.06993007,0.598800854,0.252566841,10.02761605,0.00772693,30675.22574,47752.15014,124138234.3,10,-4,9,-6,-4,5,-4,8,5,-7,-8,-9,1,-5,0,-14,9,8,-7,4,5,"High","High","Low","High-High-Low"
"1435",1435,80802021003,"Louisiana","LA","Gulf of Mexico","",3.987767,0.978277,96.6557693,0.1531576,0.165039683,0.666788595,0.04385056,-0.118246502,18.05555556,0.481721547,0.191276425,13.11926196,0.005652963,59966.12306,67872.21132,242674290.2,10,-4,9,-4,-4,5,-2,9,3,-6,-6,-9,1,2,2,-11,11,9,-5,5,7,"High","Low","Low","High-Low-Low"
"1436",1436,80802021004,"Louisiana","LA","Gulf of Mexico","",4.3373742,1.6709014,94.2953186,0,0.145964912,0.642078585,0,-0.042449869,0.78125,0.45382444,0.134338251,31.59397945,0.001474913,40882.11114,60961.87065,165444034,10,-4,8,-1,-3,5,-1,9,2,-6,-5,-10,1,6,3,-9,12,9,-4,5,8,"High","Low","Low","High-Low-Low"
"1437",1437,80802021101,"Louisiana","LA","Gulf of Mexico","",1.42312,1.7781688,95.1125031,0.0062718,0.142232143,0.000464463,0,-0.36230716,26.59279778,0.512555789,0.511964295,2.219336099,0.248520567,43386.15009,67900.90118,175577520.2,8,-4,9,-3,-3,1,-1,8,4,-7,-10,-6,5,6,4,-19,20,9,-10,8,8,"High","High","High","High-High-High"
"1438",1438,80802021102,"Louisiana","LA","Gulf of Mexico","",2.9990826,3.899435,76.2686996,12.2706327,0.19343949,0.118067697,0.127078933,-0.052358698,13.80042463,0.420063434,0.258573767,1.488818822,0.024331928,40641.98362,75348.08189,164472272.4,10,-6,5,-8,-5,1,-3,9,3,-6,-8,-4,1,-12,-3,-18,10,7,-9,4,4,"High","High","Low","High-High-Low"
"1439",1439,80802021103,"Louisiana","LA","Gulf of Mexico","",1.7369329,0.4150435,98.0265274,0.7284252,0.176857143,0.132852005,0,-0.53816206,17.88617886,0.327238454,0.24838203,3.157123734,0.125045911,17393.71701,47779.7575,70389875.41,9,-3,9,-5,-4,1,-1,6,3,-5,-7,-7,3,2,3,-15,14,9,-8,6,7,"High","High","High","High-High-High"
"1440",1440,80802021104,"Louisiana","LA","Gulf of Mexico","",2.9814248,13.3029594,59.243969,0.4098917,0.171190476,0.682722742,0.087821516,-0.09022437,-2.542372881,0.609218196,0.312661499,207.9304681,0.000443162,27007.44996,44556.19468,109295272.3,10,-8,4,-4,-4,5,-3,9,1,-8,-8,-10,1,-16,-8,-15,8,5,-8,3,3,"Low","High","Low","Low-High-Low"
"1441",1441,80802021105,"Louisiana","LA","Gulf of Mexico","",8.3047876,9.4555225,48.0800171,24.8018608,0.197955801,0.138972167,24.95456989,-0.708242541,39.67391304,0.512951545,0.352403193,4.02766036,0.006138315,26876.38319,55262.43517,108764863.9,10,-8,2,-9,-5,1,-8,3,6,-7,-9,-8,1,-34,-13,-20,-1,3,-10,1,1,"Low","High","Low","Low-High-Low"
"1442",1442,80802021106,"Louisiana","LA","Gulf of Mexico","",4.5758104,12.0527897,57.4875565,6.1978855,0.198461538,0.402362509,1.252142633,-0.181277004,14.28571429,0.500695361,0.213695634,5.443151454,0.002258595,50196.70452,69837.45487,203138856.1,10,-8,3,-7,-5,3,-4,9,3,-6,-7,-9,1,-18,-11,-15,8,3,-8,3,2,"Low","High","Low","Low-High-Low"
"1443",1443,80802050405,"Louisiana","LA","Gulf of Mexico","",0,4.7743039,29.113924,59.4936714,0.40773743,0.408999979,0,0,0,0,0,1000,56.70305927,29728.43669,94760.11253,120306715,1,-6,1,-10,-10,3,-1,10,1,-1,-1,-10,10,-4,-24,-9,30,1,-4,10,5,"Low","Low","High","Low-Low-High"
"1444",1444,80802060103,"Louisiana","LA","Gulf of Mexico","",0.3036858,0.0647609,99.7780228,0.1103902,0.296131805,0.310633895,0,0,64.83516484,0.38849223,0.235195296,0.596000159,2.815531881,34828.94798,63968.12566,140947751.8,5,-2,10,-3,-9,2,-1,10,9,-5,-7,-2,9,24,8,-19,36,10,-10,10,10,"High","High","High","High-High-High"
"1445",1445,80802060105,"Louisiana","LA","Gulf of Mexico","",0.1658146,0.1863561,74.8703537,24.4934006,0.334333333,0.31667109,0,0,90.90909091,0.115059222,0.072758037,1.062553254,6.637014122,30782.80814,72917.246,124573604.8,4,-2,5,-9,-10,2,-1,10,10,-2,-3,-3,10,20,-5,-13,38,6,-7,10,10,"High","High","High","High-High-High"
"1446",1446,80802060106,"Louisiana","LA","Gulf of Mexico","",0.8583829,2.2267101,60.6611443,33.7009735,0.307075099,0.323730962,4.428492098,-0.207070657,81.77777778,0.266621837,0.182482979,0.799193262,0.515893337,27334.93018,69026.82633,110620537.8,7,-5,4,-10,-9,2,-5,9,10,-4,-6,-2,7,2,-6,-17,26,6,-8,10,7,"High","High","High","High-High-High"
"1447",1447,80802060203,"Louisiana","LA","Gulf of Mexico","",0,1.5071752,66.9970093,28.0644188,0.34026087,0,0.304479142,-0.786922108,88.88888889,0,0,0.408163265,31.49869056,34995.31748,80723.50549,141621025.3,1,-4,4,-10,-10,1,-3,2,10,-1,-1,-1,10,6,-10,-11,28,4,-5,10,8,"Low","Low","High","Low-Low-High"
"1448",1448,80802060301,"Louisiana","LA","Gulf of Mexico","",0.0526316,18.507864,12.1569252,30.5010681,0.33875,0.391000003,0,0,0,0,0,0.461538454,9.769506097,22308.42729,45476.86965,90279002.26,3,-9,1,-10,-10,2,-1,10,1,-1,-1,-1,10,4,-16,-10,30,1,-5,10,7,"Low","Low","High","Low-Low-High"
"1449",1449,80802060303,"Louisiana","LA","Gulf of Mexico","",1.8765334,5.1712871,84.712471,2.4625442,0.28248731,0.319473642,36.29221324,-0.428091756,38.88888889,0.040243902,0.025,0.270789777,2.852024103,30448.91563,57192.23573,123222389.8,9,-7,7,-6,-9,2,-9,7,5,-2,-2,-1,9,8,2,-11,16,9,-5,7,8,"High","Low","High","High-Low-High"
"1450",1450,80802060401,"Louisiana","LA","Gulf of Mexico","",3.6559203,17.1670704,60.7912216,0,0.204583333,0.249576672,1.055559714,-0.100046628,2.597402597,0.174052143,0.086156091,15.77130348,0.002755867,15792.47292,38440.20485,63909870.46,10,-9,4,-1,-5,2,-4,9,2,-3,-4,-10,1,-9,-6,-10,7,6,-5,3,4,"High","Low","Low","High-Low-Low"
"1451",1451,80802060402,"Louisiana","LA","Gulf of Mexico","",2.753006,3.1596727,93.0905151,0,0.2253125,0.253032498,0.061228114,-0.121806611,5.389221557,0.414293166,0.236919666,9.831265982,0.001625037,28492.98543,62037.97034,115307021.1,10,-6,8,-1,-6,2,-3,9,2,-6,-7,-9,1,-6,2,-17,8,9,-8,3,5,"High","High","Low","High-High-Low"
"1452",1452,80802060403,"Louisiana","LA","Gulf of Mexico","",0.0651975,0,100,0,0.122972973,0.314521457,0,0,70.83333333,0.193227092,0.12250996,3.249180638,5.317284195,26559.59081,41161.44692,107482850.6,3,-1,10,-1,-2,2,-1,10,9,-3,-5,-8,10,32,3,-8,38,9,-3,10,10,"High","Low","High","High-Low-High"
"1453",1453,80802060404,"Louisiana","LA","Gulf of Mexico","",1.0137662,2.0159557,88.6535568,5.4026074,0.30212963,0.310899959,8.944687899,-0.453235055,37.00564972,0.280614156,0.19766571,1.258523983,0.341039189,21254.94981,47406.10849,86015730.13,8,-5,7,-7,-9,2,-7,7,5,-4,-7,-4,6,-6,-1,-18,14,8,-9,6,5,"High","High","High","High-High-High"
"1454",1454,80802060405,"Louisiana","LA","Gulf of Mexico","",1.0828842,1.9092962,88.5891113,5.5053639,0.225211268,0.314507341,0,0,43.9516129,0.156109255,0.119279384,1.420018656,0.231256766,18600.15172,59585.88673,75272143.43,8,-5,7,-7,-6,2,-1,10,6,-3,-5,-4,5,12,-1,-12,24,8,-6,9,9,"High","High","High","High-High-High"
"1455",1455,80802060406,"Louisiana","LA","Gulf of Mexico","",1.1338363,6.6504149,65.9508209,17.3133869,0.185884692,0.282609879,14.33596336,-0.523611494,41.04046243,0.477552631,0.31877237,4.166649306,0.112049559,42070.17808,66535.83422,170251970.4,8,-7,4,-9,-4,2,-7,6,6,-6,-8,-8,3,-20,-12,-16,8,3,-8,3,2,"Low","High","Low","Low-High-Low"
"1456",1456,80802060501,"Louisiana","LA","Gulf of Mexico","",3.2478571,9.3845234,55.3088341,21.2722359,0.227712418,0.651774887,11.95992967,-0.375906519,67.46987952,0.409066206,0.166551383,1.447511077,0.069974579,43846.03415,72598.77105,177438604.9,10,-8,3,-9,-6,5,-7,7,9,-6,-6,-4,2,-12,-8,-13,10,5,-7,4,4,"Low","High","Low","Low-High-Low"
"1457",1457,80802060502,"Louisiana","LA","Gulf of Mexico","",0.013223,0.2344281,92.7252502,6.4743834,0.329230769,0,0,0,36.24161074,0.345276873,0.345276873,0.605637871,2.905621044,23722.99975,50475.01397,96003573.9,2,-2,8,-7,-10,1,-1,10,5,-5,-8,-2,9,8,-1,-22,32,8,-10,10,8,"High","High","High","High-High-High"
"1458",1458,80802060503,"Louisiana","LA","Gulf of Mexico","",2.0170007,3.5895743,80.4719009,8.5290174,0.186403509,0.185979336,1.47112179,-0.122529221,40.8997955,0.320960427,0.181838745,9.45050064,0.025181075,52828.15449,142268.2022,213787956.3,9,-6,6,-8,-4,2,-4,9,6,-4,-6,-9,1,-9,-8,-12,11,5,-6,5,4,"Low","High","Low","Low-High-Low"
"1459",1459,80802060504,"Louisiana","LA","Gulf of Mexico","",2.622782,3.7631907,60.3486519,29.2413044,0.17172043,0.158037436,7.647873185,-0.375558158,26.68918919,0.286874969,0.19345671,12.53646544,0.03265444,46881.324,66612.51511,189721987.1,10,-6,4,-10,-4,1,-6,7,4,-4,-6,-9,1,-20,-11,-13,4,3,-7,2,2,"Low","High","Low","Low-High-Low"
"1460",1460,80802060601,"Louisiana","LA","Gulf of Mexico","",6.141017,5.6842332,62.3287964,23.3170662,0.224130435,0.698123877,12.78251693,-0.321797506,63.88888889,0.063905739,0.014678349,1.421017099,0.032844284,56190.17971,83382.10747,227393589.6,10,-7,4,-9,-6,5,-7,8,8,-2,-2,-4,2,-2,-6,-5,10,6,-2,4,6,"High","Low","Low","High-Low-Low"
"1461",1461,80802060602,"Louisiana","LA","Gulf of Mexico","",4.2770324,5.7538023,55.9523582,31.3111954,0.197903226,0.714180705,0.071498864,-0.055243045,13.01775148,0.375679068,0.107870336,9.830057958,0.010401478,29322.05633,47943.62569,118662152,10,-7,3,-10,-5,5,-3,9,3,-5,-4,-9,1,-12,-13,-9,10,3,-4,4,4,"Low","Low","Low","Low-Low-Low"
"1462",1462,80802060603,"Louisiana","LA","Gulf of Mexico","",5.1212215,0,100,0,0.175,0.63993099,0,-0.036484368,2.409638554,0.557025848,0.069439421,82.17331997,1.27e-05,13742.23003,33729.50899,55612831.87,10,-1,10,-1,-4,5,-1,9,2,-7,-3,-10,1,10,8,-9,12,10,-4,5,8,"High","Low","Low","High-Low-Low"
"1463",1463,80802060604,"Louisiana","LA","Gulf of Mexico","",12.0756741,31.7119179,26.1352482,0,0.201666667,0.716217017,1.541094855,-0.046521546,35,0.110827131,0.030510899,27.31300153,0.00124614,27095.05646,48997.79166,109649803.2,10,-10,1,-1,-5,5,-4,9,5,-2,-2,-10,1,-4,-10,-4,10,4,-2,4,5,"Low","Low","Low","Low-Low-Low"
"1464",1464,80802060605,"Louisiana","LA","Gulf of Mexico","",3.3553391,21.506361,47.7654266,1.4453845,0.195087719,0.44443677,0.535159157,-0.031227183,13.37579618,0.461892239,0.193859703,33.38942757,0.006312989,46830.20685,55817.90195,189515123.4,10,-9,2,-5,-5,3,-3,9,3,-6,-7,-10,1,-18,-12,-15,10,3,-8,4,2,"Low","High","Low","Low-High-Low"
"1465",1465,80901000201,"Louisiana","LA","Gulf of Mexico","",0.5678058,0.1420171,99.5144882,0.0211093,0.22100639,0.373703229,1.709491123,-0.277033421,17.46478873,0.705270637,0.496899625,19.02001286,0.099195389,97602.2798,106138.242,394982412.9,6,-2,10,-3,-6,2,-4,8,3,-8,-9,-10,3,-9,1,-21,11,8,-10,5,4,"High","High","Low","High-High-Low"
"1466",1466,80901000202,"Louisiana","LA","Gulf of Mexico","",0.8161259,0,100,0,0.221182519,0.365504719,0.121965232,-0.46791861,4.504504505,0.891821208,0.716833096,4.172471618,0.115307707,126016.5024,149668.4267,509970692.2,7,-1,10,-1,-6,2,-3,7,2,-10,-10,-8,3,-6,7,-24,10,10,-10,4,5,"High","High","Low","High-High-Low"
"1467",1467,80901000203,"Louisiana","LA","Gulf of Mexico","",0.5390905,7.4988775,86.2666702,0.0948097,0.186089744,0.415930684,4.104734257,-0.281360904,14.37908497,0.633627946,0.42276936,12.69488231,0.137697298,29049.09819,54399.44946,117557529.6,6,-7,7,-3,-4,3,-5,8,3,-8,-9,-9,4,-12,-6,-18,12,6,-9,5,4,"High","High","Low","High-High-Low"
"1468",1468,80901000204,"Louisiana","LA","Gulf of Mexico","",0.0424485,0.1042238,99.8575974,0.0130929,0.219380531,0.405012726,4.626402917,-0.416203938,2.857142857,0.652278177,0.604316547,13.83277011,0.90528648,38588.33095,71744.73523,156161434.9,3,-2,10,-3,-6,3,-6,7,2,-8,-10,-9,8,-6,-1,-21,16,8,-10,7,5,"High","High","High","High-High-High"
"1469",1469,80901000205,"Louisiana","LA","Gulf of Mexico","",1.1799335,0,100,0,0.225857741,0.389506474,3.127667584,-0.429752652,28.48101266,0.832090929,0.635618865,3.003476524,0.12384702,66109.35561,104763.4093,267535070.3,8,-1,10,-1,-6,2,-5,7,4,-9,-10,-7,3,-4,9,-23,10,10,-10,4,5,"High","High","Low","High-High-Low"
"1470",1470,80901000206,"Louisiana","LA","Gulf of Mexico","",0.5265439,0,99.9063416,0.0936561,0.221074169,0.343696543,0.221817907,-0.573513797,25.32467532,0.728492774,0.588781831,2.12285019,0.277042403,46044.95516,67165.05913,186337322.5,6,-1,10,-3,-6,2,-3,5,4,-9,-10,-6,6,0,6,-23,16,9,-10,7,6,"High","High","High","High-High-High"
"1471",1471,80901000207,"Louisiana","LA","Gulf of Mexico","",0.7523751,0,100,0,0.2256,0.358425577,3.198142445,-0.574164443,-7.352941176,0.95256917,0.88501617,11.85426837,0.061244596,71168.06979,118721.4879,288006960.3,7,-1,10,-1,-6,2,-5,5,1,-10,-10,-9,2,-16,6,-24,2,9,-10,1,3,"High","High","Low","High-High-Low"
"1472",1472,80901000208,"Louisiana","LA","Gulf of Mexico","",0.0592093,0,100,0,0.22,0.371856911,0.281685959,-0.564478814,19.23076923,0.783216783,0.636363636,3.825496167,0.212928041,27463.49509,51419.6623,111140821.5,3,-1,10,-1,-6,2,-3,6,4,-9,-10,-8,5,-4,3,-23,16,9,-10,7,5,"High","High","High","High-High-High"
"1473",1473,80901000209,"Louisiana","LA","Gulf of Mexico","",0.1300787,0,100,0,0.22,0.373428036,0.412966513,-0.426340606,-2.040816327,0.740368509,0.338358459,1.802806176,0.284198157,27074.33571,57009.57817,109565949.3,4,-1,10,-1,-6,2,-3,7,1,-9,-8,-5,6,2,7,-21,16,10,-10,7,7,"High","High","High","High-High-High"
"1474",1474,80901000210,"Louisiana","LA","Gulf of Mexico","",0.5089064,0.2330001,99.4925842,0,0.22,0.378544456,14.82792684,-0.500204211,20.4954955,0.585825618,0.424165723,3.134404192,0.046687478,97384.12668,127235.9378,394099578.5,6,-2,10,-1,-6,2,-7,6,4,-7,-9,-7,2,-10,6,-20,4,9,-10,2,4,"High","High","Low","High-High-Low"
"1475",1475,80902010205,"Louisiana","LA","Gulf of Mexico","",0.0275044,0.0144853,98.7685165,1.0775474,0.283870968,0.173254347,0,0,31.16883117,0.408045977,0.379310345,1.965618966,1.403102469,16124.49243,46888.42783,65253505.76,2,-2,9,-5,-9,1,-1,10,5,-6,-9,-6,9,6,-2,-23,32,7,-10,10,8,"High","High","High","High-High-High"
